Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
,Georgia,42.3154,43.3569,3,1,-3,-3,-3,-3,-2,-1,0,1,0,0,0,-4,-2,-3,-4,-4,-4,-5,-3,-1,-1,-5,-8,-7,-4,-3,0,1,2,0,-2,1,1,-2,2,2,-2,-11,-13,-12,-6,-1,-2,-7,-5,-3,-1,0,1,2,3,4,1,1,-3,-1,1,2,3,2,1,0,0,2,2,1,0,-3,2,7,5,8,6,2,0,1,3,4,3,3,2,5,6,4
,Germany,51.0,9.0,-4,-4,2,0,0,-1,0,2,6,5,0,0,2,2,4,4,2,0,0,-1,-4,-5,-2,-5,-5,-1,2,1,0,1,7,7,4,5,0,-2,-1,-2,-2,1,2,-1,-1,0,1,1,5,3,1,0,2,0,1,5,1,3,0,0,-1,3,2,2,0,0,1,2,0,1,2,4,9,4,0,0,1,3,4,4,4,4,-1,-6,-9,-9,-8,-4
,Ghana,7.9465,-1.0232,-5,-8,-10,-7,-1,3,6,8,7,11,19,18,14,2,-1,1,4,8,4,10,16,15,9,-2,-8,-5,-3,7,0,-11,5,0,-7,-14,-12,-3,0,-6,-7,2,14,4,-9,-7,-4,-8,-7,8,17,16,17,15,13,15,7,-4,0,15,12,7,8,20,21,21,19,19,20,19,22,21,20,18,21,22,19,19,20,21,21,23,22,22,22,22,22,21
,Greece,39.0742,21.8243,-8,-7,-11,-9,-1,-6,-9,-13,-14,-11,-4,0,2,1,0,-2,-1,-2,-2,-1,-8,-13,-10,-1,3,3,5,3,6,3,0,3,4,4,5,1,-2,-8,-5,-4,0,6,7,4,6,4,2,0,-2,2,4,0,-2,-6,0,1,5,3,1,-5,-2,5,3,4,1,3,6,5,4,3,3,2,3,6,7,0,-5,-4,-3,-3,0,5,6,3,3,4
,Guatemala,15.7835,-90.2308,21,20,20,21,20,16,17,18,18,19,21,21,21,21,21,20,20,21,21,20,19,18,17,18,19,20,19,20,21,22,22,23,22,18,18,21,21,21,22,22,19,20,21,21,21,22,20,20,19,20,21,21,20,21,20,19,21,22,18,17,17,18,20,22,21,21,19,18,18,20,21,20,19,20,20,20,20,20,20,20,20,20,20,19,20,20
,Guinea,9.9456,-9.6966,-6,-6,-5,-8,-8,-5,0,3,6,2,0,2,-1,-2,0,1,0,0,-1,1,10,14,7,-3,-8,-7,-7,-6,-8,-12,-11,-8,-2,-9,-12,-12,-10,-9,-11,-12,-6,1,-8,-7,-10,-12,-8,-5,2,5,10,15,15,9,4,0,-6,1,3,2,-3,2,0,2,2,6,8,13,16,14,10,0,-1,-3,2,6,12,14,13,10,15,18,20,18,18,19
,Guyana,5.0,-58.75,22,20,19,20,20,18,18,21,22,21,20,21,20,20,22,23,22,23,22,22,21,22,21,20,20,21,22,23,22,23,22,23,21,20,20,20,20,20,19,18,20,19,21,21,21,20,20,20,22,21,20,19,21,19,22,22,21,19,19,20,20,19,19,18,18,21,20,19,20,20,19,20,20,21,22,22,22,22,22,22,22,22,21,22,22,22
,Haiti,18.9712,-72.2852,23,22,20,20,20,20,18,19,20,19,18,17,18,18,18,18,19,16,18,18,18,20,21,20,18,19,19,19,18,19,20,19,19,21,21,21,20,18,17,18,19,19,19,18,18,17,20,20,21,20,20,19,21,21,20,20,20,20,22,20,21,21,21,22,21,19,20,22,21,19,20,20,20,20,20,18,17,17,19,20,20,18,16,19,21,19
,Holy See,41.9029,12.4534,-2,0,0,4,0,-2,-4,0,0,2,2,2,2,3,2,2,2,6,4,2,1,3,3,5,9,6,5,9,7,4,7,9,10,9,7,-4,-8,-6,-2,3,9,10,6,5,7,1,3,4,6,7,2,2,4,6,9,9,6,0,2,2,9,10,6,4,2,8,5,1,2,2,4,7,9,9,7,4,5,6,5,4,5,7,-2,-7,-4,5
,Honduras,15.2,-86.2419,19,18,16,17,17,18,17,18,18,18,19,19,18,18,18,17,19,19,18,18,19,17,16,16,17,16,15,16,18,19,19,16,18,19,19,17,17,16,17,18,17,17,17,16,16,17,18,16,17,17,18,19,18,18,17,14,16,18,19,17,17,18,19,17,17,16,18,18,19,19,19,18,18,17,17,18,18,17,18,17,16,18,19,18,17,17
,Hungary,47.1625,19.5033,-2,-4,-4,-2,-4,-8,-7,-7,-3,-4,-2,-3,-3,-3,-4,-3,-3,-4,-3,-2,-3,-5,-4,-6,-5,-4,-3,0,0,-1,2,5,5,5,2,-3,-6,-1,-10,-7,2,0,-1,0,2,0,0,2,2,0,-1,-2,-2,2,0,2,3,-1,0,-2,2,5,6,2,-1,2,1,0,-2,0,4,6,3,-1,-7,-4,-2,2,3,2,2,-8,-4,-6,-5,-1
,Iceland,64.9631,-19.0208,-4,-13,-18,-9,-4,-4,-8,-10,-10,-5,-8,-18,-12,-6,-5,-7,-9,-10,-1,-6,-6,-1,-9,-10,-9,-8,-11,-13,-11,-8,-7,-13,-15,-13,-5,1,0,0,-7,-13,-5,-11,-16,-19,-8,-8,-6,-5,-7,-9,-6,-8,-11,-10,-6,-11,-13,-15,-10,-9,-7,-9,-8,-12,-15,-14,-16,-13,-16,-8,-7,-13,-10,-15,-15,-5,-6,-9,-15,-5,-5,-5,-4,-7,-7,-7
,India,21.0,78.0,15,15,15,15,9,8,11,17,13,6,3,6,5,6,13,15,10,14,15,12,15,16,16,13,12,9,10,10,12,9,6,8,8,12,16,16,15,15,13,8,9,10,11,7,7,8,5,0,-4,-2,10,15,15,14,12,5,1,4,6,6,13,13,6,2,4,4,9,9,11,16,15,9,11,5,-1,5,11,17,11,10,8,3,5,10,14,17
,Indonesia,-0.7893,113.9213,23,23,24,22,23,23,22,22,23,23,22,22,21,23,23,24,24,24,24,23,23,22,23,23,23,24,23,24,23,23,22,22,23,24,23,24,23,23,23,23,23,21,22,23,24,24,23,23,22,22,23,23,21,22,24,24,24,23,24,24,24,24,23,23,23,22,23,23,24,23,22,23,24,23,21,24,23,22,23,23,23,23,23,22,22,23
,Iran,32.0,53.0,-4,-8,-8,-1,-7,-9,-8,-9,-5,-2,-2,-7,-10,-4,-6,-6,-6,-3,-4,-4,-4,-3,-7,-16,-12,-7,-9,-10,-11,-9,-10,-9,-12,-14,-17,-14,-11,-10,0,-8,-16,-21,-21,-23,-17,-11,-12,-6,-4,-3,0,-5,-9,-7,-6,-2,-6,-1,-8,-16,-11,-14,-11,-6,-10,-15,-16,-12,-19,-25,-32,-29,-22,-16,1,-1,-1,0,-2,-14,-8,1,-5,0,0,0
,Iraq,33.0,44.0,5,4,4,5,4,4,3,3,3,5,4,1,4,2,0,0,0,4,6,6,7,7,5,4,4,3,4,4,4,4,4,-1,1,1,1,1,1,4,3,-1,-15,-10,-9,-9,-2,-5,-1,8,9,10,9,7,4,7,8,15,6,5,6,5,4,4,3,3,3,0,7,6,4,2,0,0,-3,11,13,11,9,10,5,5,7,7,5,1,5,8
,Ireland,53.1424,-7.6921,3,7,2,4,6,5,8,3,0,2,8,3,3,1,1,5,0,-1,-2,0,3,5,4,3,4,3,0,0,3,5,8,4,5,1,1,0,1,4,3,6,0,0,1,2,4,6,1,1,1,4,2,5,3,3,4,0,0,0,6,0,0,0,0,0,0,1,7,3,5,6,3,1,3,5,2,2,7,1,0,0,0,0,1,4,6,5
,Israel,31.0,35.0,4,5,0,3,0,-1,0,1,3,4,4,4,6,5,5,2,5,8,4,5,3,4,3,3,0,1,1,3,6,5,4,4,6,6,7,6,3,4,2,3,1,2,4,5,6,5,7,7,5,7,8,4,4,4,6,7,7,6,4,6,6,6,4,2,0,6,8,6,3,10,7,8,9,10,11,10,8,5,4,2,4,4,4,4,7,4
,Italy,43.0,12.0,-2,-1,0,4,0,-2,-2,0,-1,0,1,1,0,1,1,1,2,5,2,1,1,1,1,2,7,6,4,7,4,3,7,9,9,9,5,-6,-8,-6,-1,1,8,7,4,3,6,0,0,2,5,4,0,0,0,3,5,7,4,-3,-2,0,8,7,5,2,0,6,3,0,0,1,2,7,7,7,2,0,2,2,1,2,4,5,-6,-5,-1,2
,Jamaica,18.1096,-77.2975,21,22,22,22,21,20,22,22,22,22,21,20,20,20,21,21,22,21,20,21,21,20,19,17,18,19,18,19,19,19,19,19,21,21,21,22,21,20,21,20,21,21,21,20,20,21,19,21,21,22,22,21,20,21,21,22,22,22,21,22,22,21,21,21,21,21,20,20,20,21,21,21,19,20,20,20,19,20,20,21,21,20,20,20,21,21
,Japan,36.0,138.0,-10,-7,-5,-5,-7,-8,-2,4,-2,-3,-6,-4,-3,-5,-3,-8,-6,-4,-6,-4,-6,-6,2,0,-5,-4,-4,0,2,-1,-7,-9,-9,-6,-9,-7,-16,-16,-7,-12,-11,-10,-8,4,0,-3,4,0,-9,-9,-5,-3,1,-7,-8,-1,1,-6,-9,-1,1,1,-3,-1,-6,-8,-4,0,1,7,0,-6,-5,0,-5,-8,-9,-1,0,-2,-6,2,-4,-10,-8,-3
,Jordan,31.24,36.51,-1,1,0,0,0,-5,0,0,2,1,1,1,3,3,0,-10,1,5,3,2,2,1,1,1,-4,-4,-4,-4,4,1,2,2,3,0,4,1,0,2,1,1,-1,0,1,2,3,0,2,2,3,5,5,1,2,2,4,5,5,2,1,3,4,3,2,-3,-7,-1,6,5,0,2,4,6,8,9,8,7,6,3,2,1,2,2,-1,2,4,1
,Kazakhstan,48.0196,66.9237,-6,-7,-4,-6,-7,-10,-13,-15,-19,-18,-16,-19,-16,-10,-10,-14,-9,-10,-10,-14,-13,-9,-5,-6,-11,-10,-8,-10,-20,-19,-19,-16,-14,-10,-6,-2,-8,-4,0,-3,-18,-22,-20,-13,-11,-7,-9,-14,-17,-12,-13,-9,-6,-10,-13,-7,0,-7,-9,-9,-7,-4,-12,-16,-15,-14,-20,-20,-21,-15,-8,-7,-9,-3,-1,1,0,-5,-6,-5,0,-4,-5,-8,-12,-11
,Kenya,-0.0236,37.9062,18,20,20,20,19,20,21,21,20,20,20,20,20,20,20,19,18,16,17,18,17,17,19,20,21,20,20,20,21,20,20,20,20,20,20,19,19,19,19,18,17,17,19,20,20,20,20,20,20,21,20,21,21,21,19,19,21,21,20,19,21,21,21,20,19,18,21,22,22,22,21,21,21,21,20,21,21,21,21,21,20,19,19,21,21,21
,"Korea, South",36.0,128.0,-9,-5,-4,-6,-9,-2,5,1,-3,-7,-5,-4,-6,-9,-9,-13,-12,-10,-3,-3,-13,-5,1,-2,2,1,2,2,1,0,0,-3,-5,-5,-10,-16,-22,-14,-6,-9,-3,-4,4,5,1,4,-1,-8,-10,-5,-2,-1,-1,-7,-11,3,4,1,1,2,3,-2,0,-3,-8,-9,0,1,3,5,-4,-8,-4,-8,-5,-7,0,-3,0,-5,2,1,-3,0,3,7
,Kuwait,29.5,47.75,3,6,13,10,4,3,5,6,0,0,4,0,0,2,0,0,5,6,6,6,6,5,2,4,1,1,1,3,5,8,9,1,-1,0,-1,3,6,10,3,0,0,-13,-13,-8,-1,0,1,8,12,9,9,8,8,10,13,14,3,6,5,6,7,2,1,2,2,3,2,6,4,0,-2,-2,5,11,13,11,11,15,5,4,11,1,4,5,9,11
,Kyrgyzstan,41.2044,74.7661,-15,-18,-18,-17,-19,-18,-16,-17,-19,-18,-16,-12,-9,-12,-14,-16,-19,-24,-25,-20,-19,-17,-17,-19,-15,-14,-16,-18,-22,-23,-24,-24,-20,-18,-16,-17,-15,-17,-18,-16,-12,-7,-9,-7,-11,-14,-13,-17,-10,-15,-17,-16,-13,-8,-6,-6,-9,-4,-3,-4,-7,-7,-7,-5,-6,-6,-9,-10,-9,-11,-9,-7,-7,-8,-8,-8,-5,-2,-1,-3,-2,-2,-4,0,1,0
,Latvia,56.8796,24.6032,-1,0,0,0,-3,0,0,0,0,1,-1,1,1,0,2,2,0,-1,0,0,3,0,-1,3,0,0,1,-1,0,0,0,2,3,0,-5,-6,-5,-9,0,-2,1,1,1,0,0,-2,0,2,1,2,1,0,0,1,0,-1,0,0,-2,-2,1,2,2,3,1,-1,0,0,0,0,3,2,1,-5,-5,-2,0,3,0,0,-7,-10,-10,-7,-4,-5
,Lebanon,33.8547,35.8623,3,3,1,2,3,2,0,2,2,0,0,2,4,1,2,4,2,3,3,3,0,-1,0,-1,-6,-4,-1,0,3,4,1,1,1,2,3,3,1,3,0,-3,-5,-2,4,5,3,2,2,3,3,4,4,3,4,3,4,4,4,2,1,3,2,3,2,0,-1,4,5,2,2,5,0,4,8,7,7,6,4,2,2,0,2,2,0,3,4,3
,Liberia,6.4281,-9.4295,14,14,6,3,7,12,16,18,18,20,22,20,16,13,14,16,19,18,18,21,22,22,20,15,16,18,20,21,19,20,18,20,20,17,16,16,19,17,17,20,20,22,12,8,14,16,17,19,20,22,23,23,22,22,23,20,20,22,24,22,21,22,24,23,24,23,23,22,23,23,23,23,23,24,24,23,24,24,23,23,24,23,22,22,22,23
,Liechtenstein,47.14,9.55,-3,-4,-2,-1,-5,-6,-4,-8,-2,-3,-2,-8,-8,-6,-3,-2,-3,-3,-6,-11,-7,-5,-5,-5,-2,-1,-1,-2,-3,-2,1,1,1,2,-3,-6,-9,-6,-4,-3,0,-1,-4,-5,-2,-2,0,0,-2,-3,-3,-2,-1,1,3,0,-4,-5,-5,-2,0,-1,-4,-5,-2,-2,-4,-4,-2,-2,2,2,0,-1,-1,0,1,2,2,1,1,0,-6,-9,-7,-6
,Lithuania,55.1694,23.8813,-1,1,-2,0,-3,-1,0,-1,1,4,0,0,2,0,1,1,0,-1,0,0,3,0,-2,2,1,0,-1,-1,0,0,1,3,3,0,-2,-6,-2,-9,-2,-4,1,0,0,0,-1,-4,0,2,1,1,0,0,0,0,0,-1,0,-1,-1,-1,2,2,3,3,0,0,2,3,0,1,2,1,0,-5,-7,-5,0,3,0,0,-6,-10,-10,-9,-7,-7
,Luxembourg,49.8153,6.1296,-3,-1,3,0,0,-1,1,5,8,5,0,0,3,2,4,4,3,0,0,-1,-4,-5,-2,-4,-1,0,3,1,0,3,8,8,6,6,1,0,-1,-3,0,4,4,0,0,1,3,3,6,4,1,1,3,0,1,6,4,4,0,0,-1,4,3,3,0,1,3,3,0,3,3,6,9,5,1,2,3,4,5,5,5,5,1,-4,-8,-9,-8,-5
,Madagascar,-18.7669,46.8691,19,18,18,18,17,16,18,18,18,16,14,16,16,17,16,18,19,19,19,19,18,17,17,18,17,17,18,18,19,19,17,14,15,14,16,15,12,16,15,15,14,13,12,16,18,18,18,18,18,19,18,18,18,19,19,18,18,17,18,17,16,17,18,18,17,15,18,18,16,16,17,16,15,15,17,16,17,17,17,17,18,17,14,14,16,17
,Malaysia,2.5,112.5,23,23,23,23,23,23,22,23,24,23,23,22,23,23,23,23,23,23,24,23,23,24,23,23,23,24,24,23,24,23,21,21,23,23,23,22,22,22,22,23,22,22,23,23,23,23,23,22,22,23,23,23,23,23,23,24,23,23,23,24,24,24,23,23,22,22,23,23,24,24,24,24,24,23,23,23,23,23,23,22,22,24,23,23,22,23
,Maldives,3.2028,73.2207,24,24,25,25,25,25,24,24,24,24,24,24,24,23,23,23,23,24,25,25,25,26,26,26,25,24,23,23,23,23,23,23,23,23,24,24,24,24,23,24,24,24,25,25,25,25,25,25,25,23,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,23,23,22,23,24,24,24,24,25,24,24,25,25,25,24,24,24,24,23,22,24
,Malta,35.9375,14.3754,4,5,6,8,7,0,2,6,5,4,6,7,8,8,8,7,7,7,6,8,9,8,8,10,11,11,9,9,10,9,11,11,11,12,11,2,2,2,4,6,9,10,11,10,10,7,7,7,9,9,8,5,7,6,10,10,10,6,9,10,11,11,9,8,7,11,7,7,6,8,6,9,11,11,11,9,9,6,8,8,9,11,10,10,11,5
,Mauritania,21.0079,10.9408,-5,-4,-1,-1,-2,-4,-5,-5,-6,-3,1,0,0,-3,-1,1,3,0,-3,-3,-7,-10,-10,-18,-22,-18,-18,-16,-13,-14,-11,-9,-11,-12,-7,-4,-3,-11,-13,-13,-13,-15,-14,-17,-18,-15,-9,-7,-5,-6,-10,-12,-11,-7,-7,-7,-12,-15,-19,-19,-13,-17,-21,-23,-12,-16,-19,-22,-8,-9,-13,-4,-7,-12,-17,-21,-20,-19,-16,-13,-9,0,-14,-8,-8,-20
,Mauritius,-20.2,57.5,25,24,24,24,24,24,25,25,22,21,22,22,24,25,24,25,24,24,25,25,25,25,26,26,25,23,21,20,20,21,23,23,23,24,23,23,23,22,22,21,23,25,24,24,24,24,22,22,23,22,22,21,20,23,22,24,24,24,25,25,25,25,25,26,26,26,25,25,24,24,25,26,26,24,23,22,22,24,21,20,19,22,25,24,24,23
,Mexico,23.6345,-102.5528,4,8,3,-1,-6,-6,-8,-3,-1,1,0,-9,-4,0,3,2,6,9,8,9,8,6,5,0,0,7,7,2,0,-3,-1,-1,-3,4,7,5,1,-10,-7,-7,-2,6,3,-1,-9,0,4,2,2,2,1,0,7,4,3,-1,-4,-5,-3,-6,-1,-1,-3,0,0,-4,6,4,8,8,9,8,5,2,0,7,8,5,2,0,2,9,4,2,-3,-1
,Moldova,47.4116,28.3699,-1,-4,-4,-4,-1,-3,-8,-9,-8,-4,0,-1,-3,-3,-4,-1,-3,-5,-7,-7,-3,-4,-3,-6,-7,-5,-3,-1,0,-3,-1,4,5,2,1,1,-6,-6,-10,-9,-3,1,-2,-4,-4,0,-2,0,1,0,0,0,0,0,1,-2,0,1,-2,-1,0,2,4,6,5,5,4,5,7,5,2,4,6,1,-8,-10,-6,-1,0,4,5,0,-4,-10,-10,-5
,Monaco,43.7333,7.4167,3,5,5,4,4,5,5,2,2,2,4,1,5,4,7,6,6,6,0,-2,-1,2,6,4,6,7,6,5,3,3,7,8,7,9,2,-3,0,-1,4,4,6,3,1,3,4,5,6,9,7,6,3,5,6,6,8,6,-3,-2,1,4,8,7,4,2,4,6,2,1,5,1,8,9,10,11,7,5,6,5,7,9,8,8,4,0,-3,-4
,Mongolia,46.8625,103.8467,-20,-18,-19,-15,-16,-18,-20,-21,-23,-22,-20,-23,-23,-23,-21,-19,-19,-23,-21,-18,-19,-20,-21,-20,-18,-18,-18,-19,-18,-19,-26,-27,-25,-22,-21,-21,-18,-18,-15,-14,-15,-14,-16,-23,-24,-24,-21,-18,-17,-15,-16,-21,-18,-13,-11,-13,-11,-16,-12,-13,-15,-19,-23,-17,-13,-14,-12,-16,-19,-14,-12,-18,-15,-12,-13,-10,-12,-17,-11,-10,-11,-16,-12,-13,-20,-25
,Montenegro,42.5,19.3,-3,-6,-5,-3,-3,-8,-8,-7,-3,-3,0,0,2,2,0,-1,0,0,2,-2,-3,-3,-3,-2,6,6,6,5,7,0,0,4,6,7,7,-1,-8,-3,-1,0,3,8,7,2,4,1,0,0,2,4,0,-1,-2,-1,3,5,8,2,1,-1,1,8,8,6,3,5,6,4,4,2,3,7,8,7,3,3,4,3,2,3,3,3,-2,-2,0,4
,Morocco,31.7917,-7.0926,-1,0,1,1,1,1,-5,-5,-1,-1,1,-3,-5,-4,-7,-9,-9,-11,0,5,1,2,1,1,3,3,0,-4,-3,-2,-1,-3,-8,-7,-7,-6,-3,2,3,-1,-3,-7,-1,0,-4,-4,-4,-4,0,6,3,-2,-7,-12,-11,-7,-7,-5,-5,2,4,7,4,-2,3,7,-3,-10,-8,-8,-10,-4,1,7,9,9,4,5,7,10,8,5,5,8,8,8
,Namibia,-22.9576,18.4904,13,15,11,14,11,14,16,8,1,1,13,15,12,9,10,6,9,8,0,-6,-6,-4,1,1,0,-7,-8,-10,-13,4,4,2,0,2,7,11,13,10,-1,0,2,11,12,12,11,13,14,15,18,17,17,17,17,18,17,16,17,17,17,16,16,16,13,12,11,6,7,4,4,5,3,3,3,0,4,12,13,15,13,13,12,11,11,12,9,4
,Nepal,28.1667,84.25,1,6,9,9,7,5,9,9,10,6,7,8,9,6,5,9,12,9,5,4,5,5,6,7,7,9,9,8,6,7,6,7,7,6,7,6,6,4,5,3,3,6,9,11,11,10,12,12,11,11,11,10,9,9,8,12,12,10,9,9,9,11,11,12,9,10,12,8,8,10,10,6,8,12,11,7,7,11,12,12,12,13,12,10,13,11
Aruba,Netherlands,12.5186,-70.0358,23,22,22,23,22,23,23,23,23,22,22,22,22,22,22,23,23,23,22,22,23,23,23,22,22,22,23,23,23,22,23,24,24,23,23,22,22,22,23,22,22,23,22,23,23,23,23,23,23,23,23,23,22,22,21,22,23,23,23,22,21,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,22,22,22,22,23,22,22
Curacao,Netherlands,12.1696,-68.99,22,22,22,22,22,22,22,23,22,22,22,22,22,22,21,22,23,23,22,22,23,22,22,22,21,22,23,23,22,22,22,23,23,23,22,22,21,22,22,21,22,22,22,22,22,22,22,22,22,23,23,22,22,21,21,22,23,22,22,22,21,21,21,21,22,22,21,21,22,21,21,21,21,22,22,22,22,21,21,22,22,21,22,22,22,22
Sint Maarten,Netherlands,18.0425,-63.0548,22,22,22,21,21,20,20,21,21,21,20,20,20,20,20,20,20,20,20,20,21,20,20,21,21,21,21,21,21,20,21,21,21,20,20,20,21,21,21,20,21,20,20,20,20,20,21,20,21,20,20,19,19,20,19,19,20,20,20,20,21,20,19,19,20,20,20,20,19,19,19,20,20,20,20,19,20,20,20,20,20,20,20,20,20,19
,Netherlands,52.1326,5.2913,-2,0,5,3,3,1,3,8,9,4,1,3,3,6,5,3,4,1,1,0,0,2,1,-1,-2,1,5,2,1,4,7,6,5,5,2,0,1,0,3,5,3,0,0,2,3,5,8,3,2,1,4,2,4,5,3,2,1,0,0,5,1,3,1,1,2,2,1,5,4,7,7,3,2,2,5,4,2,3,5,1,-2,-4,-6,-7,-7,-5
,New Zealand,-40.9006,174.886,14,15,15,10,12,10,8,8,11,12,12,15,14,9,8,10,11,12,15,15,15,15,16,17,16,17,18,18,17,16,16,15,17,18,18,13,13,12,13,9,13,14,13,15,14,14,16,18,18,17,16,17,17,11,11,13,14,15,16,16,13,15,17,14,8,10,11,13,15,15,11,9,11,12,12,14,8,8,13,14,13,16,14,7,11,13
,Nicaragua,12.8654,-85.2072,22,22,21,21,21,21,22,21,21,22,22,23,22,22,22,22,22,23,22,22,21,21,20,20,20,19,18,19,20,21,20,20,21,20,21,21,22,20,19,20,21,22,22,20,21,21,21,21,21,22,22,21,21,20,20,18,20,20,21,21,21,21,21,20,19,19,21,20,21,22,22,22,20,18,21,21,20,20,20,21,20,21,21,21,21,21
,Niger,17.6078,8.0817,-6,-11,-6,-5,-6,-5,-4,0,5,4,4,4,1,-2,0,-3,-1,1,0,-2,-2,-4,-5,-7,-10,-11,-13,-10,-10,-12,-11,-10,-11,-12,-9,-9,-8,-7,-10,-8,-7,-11,-9,-11,-12,-12,-11,-5,-4,-4,-3,-2,-5,-3,-6,-7,-6,-7,-7,-11,-9,-6,-8,-12,-16,-11,-13,-18,-20,-16,-15,-12,-5,-6,-4,-4,-11,-14,-13,-11,-7,0,-2,-3,-2,-10
,Nigeria,9.082,8.6753,0,-1,1,3,5,7,8,6,4,4,7,6,4,3,0,-4,-2,2,5,5,3,-2,-6,-14,-14,-10,-5,-6,-9,-12,-11,-7,-7,-3,-3,-3,-2,-1,-1,1,1,-5,-4,0,0,-3,-4,-3,7,0,0,1,0,-4,-7,-2,-1,0,1,0,9,18,12,4,-2,-5,2,5,-2,8,18,1,-8,-7,-8,0,-3,1,6,10,19,20,20,22,21,20
,North Macedonia,41.6086,21.7453,-4,-5,-7,-8,-1,-5,-7,-10,-9,-6,-1,1,0,-1,-2,-3,-4,-4,-3,-5,-8,-7,-6,-6,-3,0,4,2,3,0,-2,0,3,3,5,0,-4,-4,-2,-4,-1,3,1,0,2,2,0,0,1,2,2,-1,-1,-2,0,1,2,0,0,-3,-2,3,5,8,1,1,7,5,3,3,1,4,6,5,4,2,-1,0,-3,0,3,4,-1,-1,1,2
,Norway,60.472,8.4689,-5,-3,-5,-11,-5,0,-3,-2,-8,-14,-4,-5,-8,-4,-5,-4,0,-4,-8,0,-3,-8,-2,-5,-4,-3,-2,-9,-5,-12,-8,-2,-10,-15,-13,-7,-1,-6,-6,-2,-4,-8,-8,-11,-12,-4,-2,-2,-4,-9,-6,-4,-3,-8,-10,-11,-13,-13,-12,-10,-7,-5,-4,-6,-10,-12,-10,-1,-4,-4,-4,-7,-11,-15,-3,-6,-3,-5,-6,-10,-13,-12,-9,-7,0,0
,Oman,21.0,57.0,4,6,11,13,15,14,6,7,13,15,16,2,4,5,3,5,4,6,10,11,8,12,13,13,14,7,5,5,2,2,-4,6,10,7,0,2,10,12,9,11,11,13,9,2,5,2,2,8,11,9,10,15,16,14,13,12,13,8,2,6,7,13,11,0,2,9,10,9,8,2,6,9,5,2,9,13,13,12,15,17,17,19,14,2,0,-1
,Pakistan,30.3753,69.3451,-5,-4,-2,-3,1,3,0,-9,-12,-7,-3,0,-1,-4,-4,-8,-11,-11,-9,-3,0,-1,-6,0,2,0,1,-3,-8,-6,-6,-11,-5,-1,-7,-3,-13,-15,-11,-3,0,0,1,-3,-18,-16,-20,-19,-15,-10,-6,1,3,2,1,-4,-5,2,6,2,4,2,5,6,4,5,1,-3,2,2,5,3,3,1,2,4,4,3,3,5,6,6,11,8,7,9
,Panama,8.538,-80.7821,19,19,19,19,19,19,19,19,20,20,19,20,20,20,20,19,20,21,21,21,20,19,19,19,19,19,18,18,19,19,18,18,19,20,19,20,19,18,19,19,19,19,20,20,20,19,20,19,20,20,20,20,19,19,17,17,17,19,19,19,19,18,18,19,19,19,20,19,18,18,18,18,18,18,18,19,18,17,19,19,18,18,18,19,19,19
,Papua New Guinea,-6.315,143.9555,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,15,13,14,13,15,15,15,15,16,16,16,16,16,16,16,14,15,15,15,15,15,15,16,16,15,15,15,15,16,15,14,14,15,14,14,15,16,17,17,16,16,16,16,16,16,16,16,16,17,16,15,16,16,16,16,16,15,14,15,15,15,15,15,16,15,15,16,16,16,16,16
,Paraguay,-23.4425,-58.4438,21,21,17,18,16,16,18,21,23,22,22,23,24,23,22,21,23,23,23,23,22,23,24,22,19,16,16,16,18,22,22,20,21,22,23,22,23,23,24,23,22,22,19,21,22,23,23,22,22,21,23,23,15,8,10,15,21,18,9,12,13,14,15,15,13,11,11,11,15,15,14,13,13,17,18,16,20,21,22,23,16,12,12,15,13,16
,Peru,-9.19,-75.0152,23,23,22,22,23,23,22,22,21,20,21,21,20,20,20,22,21,22,21,22,21,22,23,23,22,22,21,21,24,22,21,23,22,22,23,23,23,24,23,21,23,23,22,22,21,22,23,23,21,22,22,21,23,22,21,21,23,23,23,22,23,22,21,22,22,22,22,21,22,22,22,22,21,22,22,23,23,22,21,21,22,21,22,21,21,21
