Province/State,Country/Region,Lat,Long,1/1/20,1/2/20,1/3/20,1/4/20,1/5/20,1/6/20,1/7/20,1/8/20,1/9/20,1/10/20,1/11/20,1/12/20,1/13/20,1/14/20,1/15/20,1/16/20,1/17/20,1/18/20,1/19/20,1/20/20,1/21/20,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20
,India,21.0,78.0,22,20,24,24,24,25,27,26,25,23,25,27,29,29,29,27,27,28,27,27,29,30,29,29,29,31,30,30,28,28,28,26,27,27,28,28,27,29,27,27,28,28,31,33,33,33,33,33,34,34,35,34,33,35,33,30,32,33,33,35,34,33,34,33,33,33,33,34,32,33,32,33,33,34,34,36,36,33,37,36,36,36,38,38,37,34
,Indonesia,-0.7893,113.9213,32,31,28,32,29,31,32,32,31,30,28,30,34,33,29,30,32,32,30,30,32,34,33,31,30,32,34,30,34,26,30,33,32,29,31,28,31,29,32,27,29,34,35,33,33,31,31,29,28,33,32,32,34,36,32,32,30,32,28,31,30,32,28,31,28,29,33,30,32,34,36,31,32,31,36,33,30,33,32,29,31,34,33,32,35,33
,Iran,32.0,53.0,14,12,14,12,12,10,11,13,14,13,3,7,9,5,7,9,11,16,15,11,11,12,14,11,9,8,10,11,12,11,14,16,11,9,14,15,16,18,21,18,15,11,7,14,17,14,18,22,18,21,21,19,20,20,22,26,21,17,22,23,22,22,16,14,18,21,23,18,14,17,20,23,25,25,19,21,22,21,23,21,23,19,12,15,17,18
,Iraq,33.0,44.0,18,18,20,17,17,19,19,18,17,16,17,17,17,16,16,18,23,18,17,19,16,11,13,15,12,15,17,17,18,19,21,15,15,16,18,21,25,24,19,13,7,7,11,19,19,19,21,20,23,23,19,21,25,23,25,18,16,21,23,25,20,20,22,23,26,28,22,26,29,28,30,30,30,21,23,24,27,21,20,23,22,17,23,26,28,28
,Ireland,53.1424,-7.6921,6,11,8,8,10,9,13,8,4,8,11,8,8,6,8,11,7,6,6,6,8,9,7,8,9,7,6,6,9,10,12,10,11,8,10,9,9,9,8,11,5,5,7,8,10,10,7,7,7,9,6,10,7,8,11,5,7,8,11,5,7,7,8,8,8,9,11,8,11,10,9,7,9,11,9,10,13,8,10,9,9,11,12,13,14,14
,Israel,31.0,35.0,15,14,13,11,13,15,15,12,11,10,14,14,14,15,18,20,15,13,13,13,8,10,12,9,12,14,16,15,13,16,14,13,15,16,15,17,20,11,11,9,9,12,17,20,19,21,15,16,18,13,13,17,15,16,15,13,17,20,22,16,14,16,21,25,25,14,16,23,26,21,26,25,14,15,18,21,17,14,15,13,11,15,22,23,19,24
,Italy,43.0,12.0,11,11,11,13,11,9,9,11,11,11,13,11,11,12,12,12,11,10,9,9,10,13,13,13,14,13,13,15,14,16,13,16,17,18,17,12,11,14,15,14,16,17,17,16,17,18,18,18,15,15,15,16,18,19,18,16,14,14,15,16,14,15,11,11,13,15,13,14,15,16,21,19,19,18,15,19,19,19,22,21,21,16,6,8,8,9
,Jamaica,18.1096,-77.2975,30,30,30,30,31,30,29,28,29,28,29,30,31,30,28,29,29,29,29,29,29,30,25,26,28,27,29,27,28,29,29,30,30,29,28,29,28,29,29,30,29,29,30,30,30,29,30,29,30,29,29,29,30,28,28,28,28,29,30,30,26,26,28,30,30,30,31,31,25,26,28,27,29,30,30,29,29,29,29,29,29,30,28,30,30,30
,Japan,36.0,138.0,6,8,8,7,5,5,5,9,6,5,9,7,8,9,6,6,6,3,6,8,6,10,7,12,5,7,4,7,12,8,5,7,7,8,8,5,0,6,5,3,5,7,12,15,13,13,11,7,2,8,9,12,9,6,13,10,8,4,8,12,12,13,12,10,4,9,12,7,19,10,11,13,14,4,7,4,11,13,16,9,16,16,10,7,14,20
,Jordan,31.24,36.51,14,13,12,11,13,16,14,10,9,8,12,14,14,14,18,18,15,12,12,13,7,10,10,7,9,13,16,15,14,16,12,12,15,18,15,19,19,15,9,7,6,9,17,19,17,21,16,15,17,14,14,18,15,17,16,12,15,20,21,17,13,16,20,24,25,17,16,22,25,24,25,23,16,14,19,21,18,11,14,11,10,14,24,22,19,24
,Kazakhstan,48.0196,66.9237,-1,-2,-1,-2,-2,-5,-8,-9,-10,-10,-9,-9,-7,-4,-4,-7,-4,-4,-3,-7,-6,-5,0,-1,-6,-4,-2,-2,-10,-10,-9,-6,-3,1,-1,3,-3,3,5,2,-11,-8,-8,-7,0,-1,-4,-6,-5,-3,-1,0,0,-2,-4,1,5,-2,0,1,2,2,1,2,2,-6,-6,0,4,5,4,4,5,9,8,10,7,6,7,6,6,5,5,2,1,6
,Kenya,-0.0236,37.9062,29,28,28,27,28,28,26,27,27,28,29,29,26,27,27,27,28,29,29,29,31,30,28,27,25,24,25,25,26,26,28,25,27,26,28,27,28,28,28,29,30,31,30,26,28,27,28,29,29,27,30,30,29,28,30,31,29,29,30,31,31,30,28,29,30,32,31,30,30,29,29,29,29,27,29,29,29,28,28,27,28,29,30,29,30,29
,"Korea, South",36.0,128.0,5,8,8,8,9,6,10,4,4,8,7,4,4,5,4,5,5,7,6,4,6,7,9,11,10,10,4,7,7,8,7,7,9,6,7,0,1,5,5,7,11,14,9,14,16,16,2,-1,3,9,12,13,9,10,16,5,11,7,6,12,13,9,13,8,8,13,11,14,15,7,8,15,13,9,10,11,15,18,15,15,22,19,17,18,20,17
,Kuwait,29.5,47.75,20,19,20,22,20,20,21,21,20,19,17,19,20,15,20,21,22,23,22,22,21,20,17,17,15,18,19,20,21,21,20,20,18,19,20,20,22,25,25,20,15,12,13,19,22,24,23,25,22,28,23,23,24,25,25,26,21,23,25,25,28,23,24,24,26,26,27,25,29,28,29,29,26,26,24,26,27,25,28,27,27,23,25,26,27,24
,Kyrgyzstan,41.2044,74.7661,-5,-6,-7,-7,-8,-7,-6,-7,-8,-7,-5,-3,-1,-2,-4,-6,-9,-9,-8,-7,-6,-7,-6,-6,-4,-5,-7,-7,-9,-9,-9,-9,-7,-5,-5,-6,-4,-5,-4,-2,0,0,1,0,-1,-3,-3,-6,-4,-6,-4,-1,0,0,1,0,0,2,2,1,1,2,2,2,0,0,0,-1,1,0,1,3,4,4,4,5,5,6,7,8,7,8,7,4,5,9
,Latvia,56.8796,24.6032,3,4,4,3,1,2,2,4,3,3,0,5,4,3,6,7,5,3,5,3,7,4,3,6,5,5,4,1,4,3,3,6,6,3,1,1,2,0,3,4,6,4,5,4,4,3,5,9,6,5,5,3,3,5,4,2,4,3,0,3,7,6,6,7,6,9,4,6,9,6,6,7,5,0,4,6,8,9,9,7,3,3,5,8,12,13
,Lebanon,33.8547,35.8623,7,6,6,4,6,9,8,4,4,5,8,8,9,10,12,14,7,6,6,5,3,6,5,3,6,8,11,10,8,9,3,4,8,11,10,12,13,3,0,0,0,3,7,9,9,10,9,9,10,9,8,10,6,8,11,9,11,14,15,9,7,10,15,18,19,11,12,18,19,16,20,19,10,11,14,15,10,3,3,2,5,10,16,16,14,16
,Liberia,6.4281,-9.4295,34,34,34,34,35,35,34,35,36,36,32,35,36,35,35,37,36,36,35,35,33,31,34,35,35,36,35,34,36,36,36,36,34,36,36,36,36,36,36,36,36,32,36,37,36,37,38,36,36,36,35,33,35,35,33,36,37,35,34,36,36,37,34,35,33,32,34,33,33,30,33,34,35,32,30,32,32,32,33,33,32,33,30,30,32,32
,Liechtenstein,47.14,9.55,4,3,4,1,0,4,1,5,9,3,2,4,4,6,6,5,4,-1,-2,0,4,4,6,6,3,4,4,0,-1,4,6,4,2,4,-1,-2,1,4,5,5,3,0,0,4,1,6,8,6,2,-1,4,2,8,7,8,5,-3,0,0,3,4,3,-1,1,2,0,0,3,1,0,6,7,2,1,6,9,8,10,10,10,5,1,3,2,1,3
,Lithuania,55.1694,23.8813,4,5,2,4,2,1,2,3,4,7,3,3,5,5,7,7,4,3,3,4,6,5,3,5,5,3,2,4,4,5,4,9,6,4,2,2,4,1,4,4,7,3,4,5,4,4,7,9,7,6,6,3,4,6,6,3,6,3,4,5,9,9,7,7,8,8,6,7,8,8,7,8,6,1,6,8,9,14,9,10,4,3,5,7,11,13
,Luxembourg,49.8153,6.1296,1,2,8,5,6,2,5,8,10,8,6,4,6,8,12,11,8,5,5,4,4,4,4,4,4,5,5,5,6,7,10,11,12,9,5,8,7,7,6,12,7,4,5,6,8,11,14,8,7,5,7,7,8,11,9,7,4,1,4,10,8,6,4,6,7,6,8,10,8,11,13,9,8,10,13,15,15,15,15,15,6,9,9,10,10,10
,Madagascar,-18.7669,46.8691,24,22,21,25,27,27,26,25,25,28,28,28,26,27,27,28,23,23,23,22,20,19,20,24,22,24,23,26,26,25,24,27,27,27,28,27,27,27,28,28,29,30,30,29,27,24,22,23,25,24,23,23,23,23,25,25,23,25,28,28,28,25,25,26,26,27,29,24,26,26,27,26,27,28,25,26,25,25,24,26,24,25,25,26,27,27
,Malaysia,2.5,112.5,28,28,28,27,29,29,28,29,28,26,27,26,28,27,29,28,25,28,29,29,29,29,28,28,30,28,28,31,27,27,28,30,29,26,25,25,27,30,30,27,27,29,31,29,26,28,29,24,27,27,29,29,28,29,27,29,26,28,26,28,27,30,27,29,25,27,29,31,29,29,32,28,30,28,31,29,28,29,30,24,31,30,29,29,33,27
,Maldives,3.2028,73.2207,29,29,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,29,29,29,30,29,29,29,29,29,29,29,29,29,30,30,29,29,29,30,30,30,30,30,30,29,30,30,30,30,30,30,30,30,30,30,30,29,30
,Malta,35.9375,14.3754,14,14,14,15,15,12,13,14,14,14,14,14,14,14,14,15,14,15,15,15,16,15,15,16,17,17,16,15,16,16,16,16,16,16,17,14,12,13,14,15,16,17,17,16,16,16,15,15,16,16,16,15,15,15,16,17,16,15,16,17,18,19,16,14,16,17,14,15,14,14,15,17,17,19,17,16,16,15,16,16,16,17,16,15,16,12
,Mauritania,21.0079,10.9408,16,18,20,21,21,21,20,21,23,25,25,27,25,19,20,23,22,23,23,25,27,27,27,28,28,28,30,31,31,30,30,29,29,29,27,26,29,25,25,27,29,28,28,29,31,31,30,28,27,26,28,30,28,27,26,27,29,30,33,33,33,33,34,35,33,32,34,35,33,33,27,26,29,30,32,34,36,37,37,38,38,38,39,39,37,34
,Mauritius,-20.2,57.5,30,30,29,28,28,29,29,30,30,29,30,31,30,31,31,30,30,31,31,31,29,27,30,28,28,28,27,27,28,29,29,31,31,30,29,30,30,30,30,30,29,30,30,31,32,30,30,30,30,30,30,30,31,31,31,31,29,28,30,29,31,29,29,31,30,29,29,30,28,27,30,31,29,29,30,29,29,30,30,30,29,29,29,28,30,30
,Mexico,23.6345,-102.5528,19,18,14,15,14,18,21,19,23,23,22,20,23,24,24,24,22,22,20,18,19,23,20,21,22,15,18,21,18,22,19,17,15,18,15,19,18,21,25,25,24,24,25,22,24,25,26,27,28,29,29,28,22,27,26,27,24,18,22,23,29,28,28,25,24,21,20,25,23,24,24,26,27,29,30,28,25,27,27,29,29,27,30,31,33,33
,Moldova,47.4116,28.3699,2,1,4,3,3,2,0,0,0,3,8,4,5,4,2,5,3,3,2,0,5,9,4,6,5,6,8,7,6,7,8,10,14,10,10,6,2,0,0,4,6,10,7,7,9,6,8,12,13,11,11,9,8,14,9,13,19,6,10,9,13,13,19,19,13,14,18,12,12,13,14,20,19,12,6,11,14,14,19,18,16,7,6,6,10,16
,Monaco,43.7333,7.4167,13,13,13,14,15,13,13,15,13,13,15,14,12,13,14,13,12,14,13,12,15,16,15,14,14,13,13,16,16,13,14,15,14,16,18,15,13,13,13,14,20,20,16,14,16,15,13,14,16,15,14,15,14,14,14,16,14,13,15,14,15,14,14,14,12,13,16,14,14,15,14,13,16,16,15,16,16,16,17,16,15,17,11,11,11,12
,Mongolia,46.8625,103.8467,-6,-3,-2,-1,-7,-6,-8,-9,-11,-9,-14,-11,-8,-6,-6,-7,-7,-6,-8,-3,-6,-6,-5,-2,-1,1,-2,-5,-2,-7,-13,-14,-7,-8,-3,-2,-6,0,1,7,8,8,-7,-14,-10,-4,1,-3,-5,-1,-8,-5,4,5,-5,-4,0,-4,1,-5,-2,-11,-7,0,-3,4,-1,-10,-5,2,-7,-5,0,7,5,8,11,6,7,1,8,14,14,11,-4,-2
,Montenegro,42.5,19.3,7,7,10,10,5,4,6,8,9,9,9,8,11,10,11,13,10,9,8,7,9,9,10,10,9,9,9,7,10,9,9,11,13,11,9,6,4,6,8,9,7,11,11,11,9,10,11,12,13,11,8,11,10,11,13,14,9,8,6,8,8,11,9,8,10,8,9,7,11,11,12,16,16,14,11,12,13,16,14,15,15,13,6,5,9,13
,Morocco,31.7917,-7.0926,20,20,19,19,18,17,18,18,18,19,15,17,18,17,19,19,21,22,17,10,14,14,17,18,16,17,19,21,23,24,23,23,26,26,26,27,26,21,21,22,24,25,23,22,25,24,26,26,24,20,22,25,26,27,27,24,24,27,29,22,23,24,27,30,24,22,25,27,27,28,30,26,26,24,20,17,16,18,17,17,14,16,17,13,17,20
,Namibia,-22.9576,18.4904,33,33,35,34,32,28,29,33,32,34,32,30,34,35,34,34,33,34,36,35,34,35,35,34,35,35,34,35,36,34,35,35,36,34,33,31,33,34,35,34,35,34,30,33,33,31,33,31,27,28,27,30,28,24,24,24,25,27,28,25,20,22,26,27,28,30,30,31,31,32,32,32,33,33,33,31,29,28,29,30,29,31,31,30,32,32
,Nepal,28.1667,84.25,21,23,14,18,18,20,20,20,20,20,21,22,23,25,24,19,15,22,21,21,20,22,21,20,20,17,19,23,23,22,22,20,20,21,22,21,21,22,20,21,22,23,24,26,23,24,23,23,25,23,24,20,25,26,26,22,20,24,25,26,26,26,26,26,25,24,20,25,27,28,29,30,23,26,26,27,28,28,28,27,27,25,27,29,27,32
Aruba,Netherlands,12.5186,-70.0358,29,30,29,29,29,29,28,29,29,29,29,29,29,28,28,29,29,29,29,29,29,29,28,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,29,29,29,29,28,28,29,29,28,29,28,29,29,29,29,29,29,29,29,30,29,29,29,29,29,29,29,29,29,29,29,28,29,29,29,29,28,29,30,29,29
Curacao,Netherlands,12.1696,-68.99,29,29,29,29,28,27,27,28,29,29,28,29,29,28,28,28,29,29,29,29,29,29,28,28,29,28,29,29,29,29,29,29,29,29,29,28,28,29,29,29,28,29,28,28,28,28,29,28,28,28,28,28,29,29,28,29,29,29,29,29,28,29,29,29,29,29,29,28,29,29,29,29,29,29,29,29,27,29,29,29,28,28,29,29,29,29
Sint Maarten,Netherlands,18.0425,-63.0548,28,28,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,26,26,26,26,27,27,27,26,26,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,26,27,27,26,27,26,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,26,26,26,27,26,27
,Netherlands,52.1326,5.2913,3,4,9,7,7,6,8,10,12,7,7,10,8,10,11,9,9,7,8,7,5,6,7,5,4,8,9,5,6,9,11,11,10,10,6,8,9,8,10,11,8,5,7,7,8,12,15,9,9,7,10,9,11,11,9,7,5,3,7,10,8,7,8,10,7,7,10,9,9,11,13,9,8,11,11,13,13,14,10,10,10,10,10,12,13,12
,New Zealand,-40.9006,174.886,17,18,19,18,16,18,17,17,18,18,17,18,17,18,19,20,20,20,21,21,19,18,19,19,19,20,19,20,19,20,19,19,19,20,22,18,19,20,19,17,19,18,19,18,22,21,22,19,19,19,20,21,20,18,19,21,20,19,20,19,22,20,21,18,18,19,19,20,18,19,16,18,19,18,18,19,14,15,17,19,17,18,17,15,17,17
,Nicaragua,12.8654,-85.2072,30,28,29,30,30,31,27,29,29,28,29,28,28,29,27,28,27,27,28,29,29,30,28,28,29,28,29,30,30,30,30,30,31,31,30,30,30,31,31,30,29,30,30,30,30,30,30,29,30,30,31,31,30,31,31,31,31,33,32,31,27,30,30,32,32,32,32,31,30,29,30,30,31,31,31,31,31,31,31,30,30,31,30,31,31,31
,Niger,17.6078,8.0817,23,22,22,23,24,26,27,28,29,30,30,29,29,29,28,26,27,27,26,28,30,30,30,29,30,29,30,31,30,32,31,30,31,30,29,28,29,29,30,31,31,29,28,29,30,32,32,30,30,29,29,30,31,32,28,28,29,30,32,34,34,34,34,34,35,34,34,36,36,35,36,32,30,31,32,34,36,37,37,37,39,38,39,39,34,34
,Nigeria,9.082,8.6753,35,32,32,33,34,34,35,36,37,36,35,35,37,37,37,36,36,35,35,36,37,36,36,35,34,36,36,37,36,37,37,36,36,36,34,34,35,37,38,37,36,36,35,36,37,38,37,37,35,37,38,38,39,39,39,37,38,38,37,39,36,35,37,38,39,39,37,39,39,38,36,38,37,38,39,38,39,39,39,38,37,36,35,32,32,33
,North Macedonia,41.6086,21.7453,6,6,6,8,6,4,4,4,4,7,10,3,8,6,5,7,6,5,6,4,3,7,7,6,10,9,10,13,9,11,12,16,17,17,19,5,2,6,6,6,9,14,12,13,11,12,14,13,18,15,8,12,10,15,16,18,21,12,13,12,17,22,20,14,12,15,13,11,11,11,16,22,24,19,9,13,17,18,19,22,24,16,2,2,7,6
,Norway,60.472,8.4689,1,3,0,-3,3,4,1,2,-3,-7,5,0,0,1,1,3,5,0,-3,6,2,-2,3,0,2,2,2,-4,0,-4,0,3,-2,-7,-4,3,5,3,2,2,0,0,0,-3,-2,0,3,4,2,0,3,4,1,0,0,-3,-5,-4,0,-3,-1,3,1,0,1,1,0,3,4,1,3,1,-3,0,4,2,4,2,5,2,2,0,4,5,6,6
,Oman,21.0,57.0,28,29,28,28,27,27,28,27,27,27,27,22,23,23,22,24,25,27,26,27,28,28,27,27,29,26,23,24,25,26,27,28,27,29,27,28,28,29,29,29,29,29,29,27,27,29,30,31,31,31,32,31,31,33,33,35,34,33,31,31,31,31,33,31,30,30,31,31,31,31,30,30,32,32,31,32,32,33,35,35,35,35,28,29,29,31
,Pakistan,30.3753,69.3451,12,12,13,14,7,7,11,11,13,11,12,8,8,8,9,10,11,10,11,11,12,13,15,15,16,16,12,12,11,12,12,14,14,14,13,12,17,16,17,16,17,18,18,17,21,24,23,22,24,19,18,19,21,21,22,24,26,25,22,20,20,23,20,17,11,13,15,19,19,18,8,8,15,18,20,22,23,23,23,23,22,22,18,20,21,17
,Panama,8.538,-80.7821,22,22,25,24,24,23,23,23,24,24,23,24,24,23,23,22,23,25,24,23,24,23,23,22,22,22,23,24,23,24,26,23,25,23,23,23,23,24,25,23,22,24,23,23,23,23,23,22,22,23,22,22,22,22,23,26,26,27,24,24,24,23,23,24,26,25,24,23,24,24,24,25,24,24,25,24,24,25,24,24,24,23,24,24,25,25
,Papua New Guinea,-6.315,143.9555,20,20,19,19,22,19,21,20,20,20,21,22,20,20,24,22,23,23,23,22,23,19,22,21,19,21,21,23,23,21,23,19,22,24,23,21,22,22,21,22,23,24,24,22,23,24,25,23,24,25,24,24,22,22,21,21,24,22,23,23,20,21,21,23,21,19,21,21,19,21,23,20,22,21,21,21,18,21,22,21,21,22,22,21,22,22
,Paraguay,-23.4425,-58.4438,36,35,35,33,35,38,37,31,32,35,36,38,37,33,35,38,37,33,35,36,38,37,30,27,33,35,37,36,38,34,25,33,34,34,36,36,36,37,34,36,36,35,35,36,37,38,38,38,39,40,36,34,30,28,32,36,35,32,32,35,35,36,36,35,36,37,37,38,38,38,40,38,40,38,39,38,37,36,37,32,30,33,36,37,35,36
,Peru,-9.19,-75.0152,32,29,29,30,31,30,32,29,32,34,34,33,34,32,31,27,33,32,27,32,33,34,29,27,29,33,35,37,33,26,33,32,32,34,29,31,32,31,27,33,28,27,29,32,33,29,30,31,35,33,32,34,31,24,31,33,33,29,28,31,32,26,36,35,30,34,30,35,30,31,34,33,36,36,35,34,33,25,26,32,28,25,26,28,30,35
,Philippines,13.0,122.0,29,28,29,28,27,28,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,28,28,28,26,27,27,27,26,28,28,28,28,27,27,28,27,28,28,28,28,29,28,27,27,28,28,29,28,28,27,28,28,28,28,28,28,28,29,29,28,29,28,29,28,29,29,28,29,28,28,29,28,29,29,29,29,29,29,29
,Poland,51.9194,19.1451,2,3,4,3,2,1,1,3,6,7,6,4,5,4,8,8,5,5,4,3,5,4,2,2,2,2,5,4,4,4,9,11,7,5,5,3,3,2,6,8,9,5,5,6,4,6,13,13,8,9,6,6,10,6,6,10,6,5,5,7,12,6,11,8,9,6,5,8,11,12,11,14,10,5,9,13,15,17,16,10,5,3,4,6,8,11
,Portugal,39.3999,-8.2245,15,13,16,16,14,15,15,14,17,15,15,14,13,12,16,17,15,16,14,12,15,12,11,13,13,14,13,16,16,15,16,17,20,21,21,19,18,17,14,16,18,18,16,17,18,19,18,16,17,19,18,21,23,25,24,18,16,19,21,17,16,14,18,19,16,16,20,17,20,25,27,23,20,23,18,15,17,22,22,13,15,17,18,20,21,18
,Qatar,25.3548,51.1839,24,25,29,31,21,21,22,23,21,21,18,18,20,20,22,21,24,25,26,24,24,25,17,19,23,16,18,21,22,23,23,26,22,21,21,25,27,30,32,27,21,18,15,19,23,26,27,29,31,32,31,25,28,30,32,34,25,24,25,27,31,27,24,24,26,28,30,29,26,29,29,30,31,31,33,32,30,32,31,33,28,29,24,25,29,29
,Romania,45.9432,24.9668,0,1,1,1,-1,-1,-2,-1,-1,3,2,2,2,1,0,2,3,4,-1,-1,0,0,0,1,6,8,7,6,3,2,7,10,9,7,6,2,0,0,-1,3,7,5,4,5,8,4,8,11,11,7,5,6,5,9,7,15,16,3,7,5,13,13,18,16,4,12,15,7,8,8,10,18,19,11,8,12,14,13,16,19,18,4,2,2,6,12
,Russia,60.0,90.0,-12,-5,-1,-8,-3,-5,-6,-8,-12,-13,-15,-14,-12,-9,-8,-7,-7,-5,-12,-18,-16,-22,-13,-3,-1,-5,-7,-1,-5,-18,-21,-24,-23,-17,-14,-9,-3,-1,-4,0,-14,-12,-9,-10,-7,-5,-7,-7,-4,-5,0,0,-1,-3,-5,-6,-8,-7,-5,-4,-5,-4,-2,-2,-1,-10,-15,-3,0,-3,-4,1,2,3,3,2,-5,0,-2,0,1,2,-10,-8,-1,0
,Rwanda,-1.9403,29.8739,27,28,28,26,26,25,26,22,25,25,25,24,25,26,27,28,25,26,24,27,28,28,26,23,25,27,26,19,22,24,26,20,22,24,23,23,22,26,28,29,30,30,30,27,29,25,27,28,26,26,26,28,28,28,27,26,26,28,23,25,28,24,27,25,26,26,27,27,24,26,25,26,23,25,28,28,25,22,24,25,23,25,26,25,22,26
,Saint Lucia,13.9094,-60.9789,27,27,27,26,27,27,27,27,27,27,27,26,26,26,27,26,27,27,26,27,27,27,25,27,27,27,27,27,27,27,27,27,27,26,26,26,26,27,27,27,27,26,26,26,26,27,26,26,26,25,25,26,26,27,27,27,27,26,26,27,26,27,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,27,27,27,27,26,26,27,27,26
,Saint Vincent and the Grenadines,12.9843,-61.2872,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,28,28,27,28,28,28,28,27,27,27,27,28,28,28,28,27,27,27,27,27,27,27,27,28,27,28,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,28,27,27
,San Marino,43.9424,12.4578,9,9,9,10,8,6,5,7,9,10,8,8,7,8,8,8,9,6,6,4,6,9,8,8,7,7,10,13,12,13,11,13,13,13,15,10,9,11,9,11,15,16,14,13,12,14,13,15,10,11,11,12,13,14,15,15,13,10,11,14,11,12,10,5,11,12,7,9,10,12,16,15,15,10,10,12,13,14,16,16,14,8,5,5,3,4
,Saudi Arabia,24.0,45.0,24,27,29,26,18,18,19,22,22,18,14,14,19,17,17,21,23,26,24,21,23,22,15,19,17,14,17,21,23,20,24,22,21,20,23,23,26,29,29,26,21,16,16,20,24,25,27,30,31,33,24,23,28,30,31,32,23,25,29,30,31,25,25,27,29,29,31,26,25,27,29,29,31,28,26,27,30,30,30,30,28,23,26,28,29,32
,Senegal,14.4974,-14.4524,34,34,33,33,32,31,31,32,33,34,35,35,34,34,34,36,35,35,36,37,37,36,36,38,39,38,39,39,39,39,39,40,39,39,38,39,38,38,37,37,38,39,39,39,40,40,40,40,41,41,40,40,40,39,41,41,41,40,40,40,40,40,41,42,42,42,41,41,41,41,41,41,40,40,40,39,40,39,39,40,41,40,37,35,38,39
,Serbia,44.0165,21.0059,2,3,4,4,1,0,1,1,2,8,6,3,6,8,8,7,5,4,1,2,2,5,3,6,10,11,5,10,9,7,13,17,15,14,15,1,3,3,7,11,12,10,9,12,7,10,13,16,13,11,6,10,9,14,12,18,19,6,5,10,16,20,19,7,11,13,13,5,7,5,15,22,21,12,8,12,18,16,19,22,22,9,3,0,4,7
,Seychelles,-4.6796,55.492,28,28,27,26,27,27,27,27,27,27,25,28,27,27,27,27,27,25,27,27,28,28,29,28,27,28,28,28,27,25,26,26,27,27,27,27,27,28,27,27,27,27,28,27,27,27,28,28,28,27,28,28,28,28,28,27,28,28,28,26,28,28,28,28,27,28,28,28,27,28,28,28,28,28,28,29,29,28,28,28,28,28,27,27,28,28
,Singapore,1.2833,103.8333,31,30,31,30,31,31,29,31,31,31,30,31,32,32,31,31,32,31,31,31,29,31,31,32,32,32,31,31,29,31,31,31,31,31,31,31,32,32,31,29,30,30,31,32,32,31,31,32,30,31,31,31,31,31,30,31,32,32,32,33,33,32,32,32,30,31,31,31,32,32,32,32,32,32,32,32,32,32,32,31,31,31,30,32,32,32
,Slovakia,48.669,19.699,1,3,1,0,-2,-1,-1,0,0,1,1,2,1,0,1,3,2,0,0,1,1,1,0,0,1,1,2,-1,-1,0,5,6,3,2,2,0,0,2,1,1,2,1,0,0,2,2,3,5,3,2,1,1,2,4,2,6,3,2,0,1,3,4,3,0,2,0,3,3,5,6,7,11,5,4,6,6,12,12,14,13,4,-1,-1,0,1,9
,Slovenia,46.1512,14.9955,4,5,5,7,6,2,3,4,7,7,7,6,6,8,9,8,3,4,7,5,4,8,5,8,8,8,8,10,9,8,11,13,12,14,9,8,8,8,9,10,11,10,10,11,14,12,12,12,9,10,10,13,12,13,10,12,8,8,10,10,9,11,11,9,11,6,11,11,12,12,18,17,12,10,9,14,18,17,19,19,15,6,5,4,3,4
,Somalia,5.1521,46.1996,33,34,33,34,33,34,32,33,33,34,35,33,33,32,32,32,32,33,32,33,33,33,35,35,35,34,34,33,33,33,33,33,33,34,35,34,35,35,34,35,35,35,36,36,33,34,36,36,34,35,36,36,35,35,36,35,35,36,37,36,36,36,36,36,37,37,36,37,35,36,37,36,37,37,37,35,38,37,36,36,36,37,35,35,34,29
